,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage
5893,4547,0.0,MAZDA,MPV,2003,Minivan,No,CNG,2.3,170000
5894,19416,583.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,141799
5895,24148,0.0,MERCEDES-BENZ,Vito,2007,Minivan,No,Diesel,2.2,275000
5896,18817,609.0,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,35058
5897,2352,707.0,VOLKSWAGEN,Golf,2011,Hatchback,Yes,Diesel,2.0,129651
5898,1646,1533.0,DODGE,Challenger,2016,Coupe,Yes,Petrol,3.6,127245
5899,4077,781.0,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,200870
5900,22433,779.0,HYUNDAI,H1,2013,Minivan,Yes,Diesel,2.5,69315
5901,1176,781.0,FORD,Fusion,2012,Sedan,Yes,Petrol,2.5,109536
5902,25716,642.0,FORD,Fusion,2012,Sedan,Yes,Hybrid,2.0,145814
5903,11917,0.0,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,200000
5904,20385,810.0,VOLKSWAGEN,Jetta,2016,Sedan,Yes,Petrol,1.8,50000
5905,52696,1249.0,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,93000
5906,47042,0.0,FORD,Mustang,2016,Coupe,Yes,Petrol,2.3,80000
5907,12231,0.0,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,141000
5908,60,0.0,HONDA,FIT,2006,Hatchback,No,Petrol,1.3,11000
5909,14113,0.0,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,280195
5910,56509,1079.0,HONDA,Civic,2018,Sedan,Yes,Petrol,2.0,26134
5911,3450,0.0,VOLKSWAGEN,Golf,1992,Hatchback,No,CNG,2.0,111111
5912,784,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,129931
5913,7213,0.0,BMW,528,1998,Sedan,No,Petrol,2.8,290000
5914,282,1399.0,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,311949
5915,706,1646.0,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907
5916,7527,642.0,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,2.0,453075
5917,59087,1017.0,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2.0,101515
5918,15681,781.0,VOLKSWAGEN,Passat Se,2012,Sedan,Yes,Petrol,2.5,154000
5919,70562,0.0,BMW,X5 3.5,2014,Jeep,Yes,Petrol,3.0,196000
5920,66815,1079.0,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2.0,40808
5921,64463,1079.0,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2.0,25255
5922,6272,0.0,FORD,Transit,1994,Microbus,No,Diesel,2.5,111000
5923,9095,0.0,SUBARU,Legacy,2005,Sedan,No,LPG,3.0,144000
5924,10349,639.0,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2.0,385149
5925,16621,0.0,BMW,X5 3.0i,2003,Universal,Yes,Petrol,3.0,260000
5926,66482,784.0,HONDA,Civic,2017,Sedan,Yes,Petrol,1.5,19539
5927,23207,0.0,NISSAN,Altima,2015,Sedan,No,Petrol,2.5,14500
5928,1700,0.0,TOYOTA,Corolla spacio,1998,Hatchback,No,Petrol,1.6,299999
5929,220,707.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,2.0,233720
5930,862,781.0,NISSAN,Altima,2012,Sedan,Yes,Petrol,2.5,97627
5931,27598,777.0,TOYOTA,Camry XV50,2014,Sedan,Yes,Petrol,2.5,193280
5932,627,1172.0,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,230696
5933,1254,1051.0,CHEVROLET,Equinox,2016,Jeep,Yes,Petrol,2.4,0
5934,5959,0.0,NISSAN,March,2004,Hatchback,No,Petrol,1.2,175000
5935,43655,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,133014
5936,20542,642.0,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2.0,153136
5937,14113,0.0,TOYOTA,Prius,2009,Sedan,No,Hybrid,1.5,160000
5938,1725,585.0,LEXUS,CT 200h,2013,Hatchback,Yes,Hybrid,1.8,188194
5939,15053,0.0,MERCEDES-BENZ,ML 350,2004,Jeep,Yes,Petrol,3.5,149000
5940,54882,0.0,MERCEDES-BENZ,G 350,1995,Jeep,Yes,Diesel,3.2,213700
5941,49858,639.0,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.0,79769
5942,12544,0.0,FORD,Transit,1995,Goods wagon,No,Diesel,2.5,207888
5943,17562,0.0,MERCEDES-BENZ,Viano,2004,Minivan,Yes,LPG,3.2,220000
5944,392,1249.0,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,63200
5945,6272,0.0,BMW,318,1998,Sedan,No,Petrol,1.9,0
5946,7213,0.0,OPEL,Astra,2000,Hatchback,No,Petrol,1.6,0
5947,46728,1811.0,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,260771
5948,45633,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,23739
5949,9565,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,32000
5950,282,2455.0,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,218126
5951,20817,836.0,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.0,183631
5952,941,1750.0,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,226094
5953,1882,382.0,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,247835
5954,392,1017.0,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2.0,1600
5955,46728,1079.0,TOYOTA,CHR,2018,Jeep,No,Petrol,2.0,46000
5956,12544,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,371964
5957,24738,586.0,LEXUS,CT 200h,2012,Sedan,Yes,Hybrid,1.8,47286
5958,49293,877.0,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,39747
5959,10976,0.0,BMW,3.25E+48,2003,Sedan,Yes,Petrol,2.5,182000
5960,7500,0.0,MITSUBISHI,Mirage,2002,Sedan,No,Petrol,1.8,160000
5961,26149,640.0,SSANGYONG,Korando,2013,Jeep,Yes,Diesel,2.0,93338
5962,54255,1481.0,BMW,X5,2017,Jeep,Yes,Petrol,3.0,62256
5963,17249,1018.0,BMW,535,2011,Sedan,Yes,Petrol,3.0,128086
5964,15681,271.0,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.5,54845
5965,11604,583.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,51211
5966,6000,1917.0,MERCEDES-BENZ,A 170,2010,Hatchback,No,Petrol,1.7,96000
5967,15681,0.0,FORD,Fiesta,2015,Hatchback,No,Petrol,1.6,113080
5968,706,1850.0,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,122874
5969,314,1528.0,TOYOTA,RAV 4,2007,Jeep,Yes,Petrol,2.4,390626
5970,10036,843.0,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,180000
5971,40769,0.0,MERCEDES-BENZ,C 180,1996,Sedan,No,Petrol,1.8,212485
5972,15950,0.0,TOYOTA,Prius C,2013,Hatchback,No,Hybrid,1.5,91200
5973,18826,836.0,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2.0,125064
5974,45210,877.0,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,69088
5975,20000,0.0,FORD,Transit,2002,Microbus,No,Diesel,2.4,210500
5976,6899,934.0,SUBARU,Forester,2015,Jeep,Yes,Petrol,2.5,90392
5977,125,1750.0,TOYOTA,Highlander,2008,Sedan,Yes,Hybrid,3.3,287274
5978,37354,0.0,PORSCHE,911 meqanika,1998,Coupe,Yes,Petrol,3.4,105498
5979,40443,639.0,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.0,131690
5980,38737,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,119552
5981,18503,640.0,FORD,Fusion,2013,Sedan,Yes,Petrol,2.0,89000
5982,2352,779.0,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,185699
5983,19444,0.0,MERCEDES-BENZ,Vito,2003,Microbus,Yes,Diesel,2.3,126058
5984,14113,0.0,BMW,530,2003,Sedan,Yes,Petrol,3.0,223014
5985,15289,836.0,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2.0,115363
5986,24148,0.0,BMW,645,2005,Cabriolet,Yes,Petrol,4.4,222222
5987,117604,0.0,JAGUAR,F-pace,2016,Jeep,Yes,Diesel,2.0,40000
5988,22423,0.0,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,182901
5989,470,2070.0,TOYOTA,4Runner,2018,Jeep,Yes,Petrol,4.0,58971
5990,18503,0.0,HONDA,Cr-v,2007,Jeep,No,Petrol,2.4,88000
5991,549,836.0,VOLKSWAGEN,Tiguan,2010,Jeep,Yes,Petrol,2.0,185496
5992,23994,730.0,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,126104
5993,15994,584.0,VOLKSWAGEN,Passat,2014,Sedan,Yes,Petrol,1.8,108000
5994,27284,934.0,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,75000
5995,35438,1211.0,MERCEDES-BENZ,GL 320,2010,Jeep,Yes,Diesel,3.0,240000
5996,47042,1646.0,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,106918
5997,5645,0.0,VAZ,2121 (Niva),1998,Jeep,No,Petrol,1.7,50000
5998,2117,810.0,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,104270
5999,18817,642.0,VOLKSWAGEN,Tiguan,2012,Jeep,No,Petrol,2.0,194603
6000,706,1104.0,BMW,X5,2015,Jeep,Yes,Petrol,3.0,77442
6001,10036,640.0,SUBARU,XV,2013,Jeep,No,Petrol,2.0,128000
6002,8781,1664.0,LEXUS,LX 570,2013,Jeep,Yes,Petrol,5.7,211638
6003,10349,0.0,HONDA,Cr-v,2002,Jeep,Yes,Petrol,2.0,200000
6004,50018,1017.0,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2.0,61600
6005,5331,0.0,GAZ,24,1990,Universal,Yes,Petrol,6.3,2000
6006,5018,0.0,MERCEDES-BENZ,C 240,1999,Sedan,Yes,CNG,2.4,300800
6007,314,2410.0,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,6.2,274771
6008,4200,0.0,MERCEDES-BENZ,A 160,2002,Hatchback,Yes,Petrol,1.6,0
6009,19914,0.0,FORD,Transit T330,2004,Microbus,No,Diesel,2.4,162541
6010,16621,761.0,TOYOTA,Prius ჰიბრიდი,2010,Hatchback,No,Hybrid,1.8,120000
6011,157,1363.0,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,189704
6012,11917,911.0,KIA,Cadenza,2011,Sedan,Yes,Petrol,2.7,42496
6013,7213,1111.0,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,135000
6014,24148,831.0,KIA,Sportage,2011,Jeep,No,Petrol,2.4,85000
6015,26030,530.0,PORSCHE,Panamera,2015,Sedan,Yes,Hybrid,3.0,0
6016,21639,1346.0,FORD,Escape SE,2013,Jeep,Yes,Petrol,1.6,14000
6017,157,919.0,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.0,145227
6018,31988,1935.0,LEXUS,GX 460,2016,Jeep,Yes,Petrol,4.6,155976
6019,30,0.0,HONDA,FIT,2006,Hatchback,No,Petrol,1.5,0
6020,9408,0.0,BMW,3.20E+38,1997,Sedan,No,Petrol,2.0,25000
6021,34184,1058.0,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Petrol,3.5,145000
6022,16160,707.0,SSANGYONG,Actyon,2011,Sedan,Yes,Diesel,2.0,194314
6023,549,308.0,TOYOTA,Prius C,2015,Hatchback,Yes,Hybrid,1.5,80661
6024,10976,790.0,OPEL,Combo,2009,Goods wagon,No,CNG,1.6,152000
6025,14897,878.0,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.8,162024
6026,36235,1091.0,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,109629
6027,19002,502.0,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,49000
6028,9252,687.0,DAEWOO,Lacetti,2010,Sedan,Yes,Petrol,1.6,130000
6029,21326,0.0,KIA,Cerato,2014,Sedan,No,Petrol,1.6,76000
6030,784,518.0,LEXUS,ES 350,2016,Sedan,Yes,Hybrid,2.5,129989
6031,1500,0.0,VAZ,2121 (Niva),1995,Jeep,No,CNG,1.7,0
6032,11290,0.0,MERCEDES-BENZ,Sprinter,1998,Microbus,No,Diesel,2.9,270000
6033,17876,1714.0,TOYOTA,Highlander,2017,Sedan,Yes,Petrol,3.5,34082
6034,1019,831.0,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,1.6,25635
6035,3450,607.0,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,9626
6036,19416,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,113516
6037,8781,0.0,TOYOTA,Ist,2002,Hatchback,No,Petrol,1.5,117000
6038,22894,0.0,CHEVROLET,Volt,2011,Hatchback,Yes,Plug-in Hybrid,1.4,217600
6039,627,1172.0,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,230696
6040,21953,394.0,LEXUS,ES 300,2014,Sedan,Yes,Hybrid,2.5,131000
6041,9095,0.0,FORD,Transit Connect,2003,Goods wagon,No,Diesel,1.7,159000
6042,1490,753.0,HYUNDAI,Sonata,2012,Sedan,Yes,Petrol,2.4,180067
6043,3763,779.0,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,124912
6044,34497,924.0,VOLKSWAGEN,Passat,2017,Sedan,Yes,Petrol,1.8,49800
6045,30,0.0,HONDA,FIT,2004,Hatchback,No,Petrol,1.3,0
6046,14113,0.0,TOYOTA,Ist,2010,Hatchback,No,Petrol,1.8,203000
6047,22291,732.0,HONDA,FIT,2018,Hatchback,Yes,Petrol,1.3,5987
6048,15524,1347.0,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,52169
6049,35328,831.0,CHEVROLET,Orlando,2017,Jeep,Yes,Diesel,1.6,67668
6050,8778,363.0,CHEVROLET,Spark,2014,Sedan,Yes,Petrol,1.0,35565
6051,6899,0.0,FORD,Escape,2002,Jeep,No,CNG,3.0,262000
6052,12858,1363.0,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406
6053,15681,1017.0,HYUNDAI,Elantra,2017,Sedan,No,Petrol,2.0,60659
6054,25,0.0,NISSAN,Tiida,2005,Hatchback,No,Petrol,1.5,114000
6055,1098,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,398069
6056,18189,862.0,VOLKSWAGEN,Passat,2011,Sedan,Yes,Petrol,2.5,119000
6057,941,1811.0,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,260771
6058,10976,0.0,OPEL,Combo TDI,2006,Goods wagon,No,Diesel,1.6,200000
6059,46621,765.0,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.0,90000
6060,11290,0.0,MERCEDES-BENZ,E 50,2000,Sedan,Yes,Petrol,5.0,160000
6061,17923,862.0,HYUNDAI,H1,2011,Universal,Yes,Diesel,2.5,189347
6062,13297,530.0,CHEVROLET,Aveo,2013,Hatchback,Yes,Petrol,1.6,87753
6063,22502,501.0,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.5,111400
6064,14385,836.0,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2.0,50132
6065,4704,0.0,OPEL,Vectra B,1996,Sedan,No,Petrol,1.8,260000
6066,392,781.0,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,116413
6067,15367,919.0,MERCEDES-BENZ,C 300,2012,Sedan,Yes,Petrol,3.0,209224
6068,30107,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,331144
6069,16308,645.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.8,0
6070,17249,0.0,TOYOTA,Prius,2010,Hatchback,No,Petrol,1.8,184717
6071,23521,777.0,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,74000
6072,14113,0.0,CHEVROLET,Cruze,2012,Sedan,No,Petrol,1.4,57600
6073,20385,900.0,CHRYSLER,200,2015,Sedan,No,Petrol,2.4,196800
6074,9252,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,495466
6075,29965,1055.0,FORD,Taurus,2013,Sedan,Yes,Petrol,3.5,101093
6076,34811,690.0,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,0
6077,21326,530.0,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,124000
6078,2038,1172.0,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,186542
6079,784,891.0,HYUNDAI,Tucson,2016,Sedan,Yes,Petrol,2.0,175912
6080,10349,1079.0,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2.0,38712
6081,51746,1327.0,MAZDA,CX-5,2018,Jeep,No,Petrol,2.5,20000
6082,1960,779.0,CHEVROLET,Malibu,2013,Sedan,Yes,Petrol,2.5,0
6083,32035,640.0,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2.0,152847
6084,48202,891.0,HONDA,Civic,2016,Sedan,Yes,Petrol,2.0,34000
6085,47042,0.0,TOYOTA,RAV 4,2016,Jeep,No,Petrol,2.0,91000
6086,470,1820.0,TOYOTA,Highlander,2019,Sedan,Yes,Petrol,3.5,10670
6087,47989,900.0,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.4,81163
6088,36137,639.0,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.0,174261
6089,17249,0.0,MERCEDES-BENZ,E 220,2002,Sedan,Yes,Diesel,2.2,259000
6090,6837,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,518650
6091,11290,583.0,HYUNDAI,Accent,2011,Sedan,Yes,Petrol,1.6,42211
6092,10349,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,86280
6093,54167,971.0,SSANGYONG,REXTON,2016,Jeep,Yes,Diesel,2.2,82907
6094,16894,583.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,104090
6095,706,585.0,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,105328
6096,109764,0.0,MERCEDES-BENZ,X 250 ევროპული,2018,Pickup,Yes,Diesel,2.5,43000
6097,12858,0.0,VOLKSWAGEN,Golf,2007,Hatchback,No,Petrol,2.5,15000
6098,19613,836.0,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2.0,104022
6099,21012,0.0,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.5,158000
6100,15677,0.0,TOYOTA,Aqua HIBRID,2013,Hatchback,No,Hybrid,1.5,115000
6101,22894,738.0,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4,46800
6102,188,1185.0,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,196682
6103,29166,0.0,MERCEDES-BENZ,ML 350,2009,Jeep,No,Petrol,3.7,208000
6104,14426,585.0,TOYOTA,Prius V,2013,Hatchback,No,Hybrid,1.8,260089
6105,3293,1823.0,LEXUS,RX 350,2018,Jeep,Yes,Petrol,3.5,8618
6106,5645,0.0,TOYOTA,Celica,2000,Coupe,Yes,Petrol,1.8,203000
6107,12544,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,673653
6108,42845,765.0,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.0,16285
6109,17249,697.0,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8,70000
6110,18817,779.0,SUBARU,Forester,2013,Jeep,No,Petrol,2.5,170000
6111,21639,475.0,CHEVROLET,Volt,2012,Hatchback,Yes,Plug-in Hybrid,1.4,123000
6112,32929,629.0,HYUNDAI,Tucson,2015,Jeep,No,Petrol,1.6,64000
6113,188,1659.0,TOYOTA,Tundra,2014,Jeep,Yes,Petrol,5.7,101928
6114,16879,584.0,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.8,81819
6115,10976,0.0,MERCEDES-BENZ,S 320,2002,Sedan,Yes,Diesel,3.2,350000
6116,22947,642.0,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2.0,146526
6117,22840,765.0,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.0,91751
6118,36733,770.0,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,129800
6119,22580,1172.0,TOYOTA,Highlander,2011,Jeep,Yes,Petrol,3.5,368064
6120,19444,502.0,FORD,Fusion,2013,Sedan,No,Petrol,1.5,100000
6121,17249,0.0,MERCEDES-BENZ,Vito,2005,Goods wagon,No,Diesel,2.2,282000
6122,21181,642.0,SSANGYONG,Korando,2012,Jeep,Yes,Diesel,2.0,114853
6123,1646,1017.0,MERCEDES-BENZ,C 300,2017,Coupe,Yes,Petrol,2.0,63987
6124,1725,505.0,MITSUBISHI,Outlander,2018,Jeep,Yes,Hybrid,2.0,79283
6125,11133,0.0,MERCEDES-BENZ,E 320,2001,Sedan,Yes,Petrol,3.2,214500
6126,9888,1024.0,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,351108
6127,6899,961.0,KIA,Sportage,2009,Jeep,Yes,Diesel,2.0,47520
6128,25591,707.0,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2.0,151144
6129,1568,1493.0,MERCEDES-BENZ,E 350,2016,Sedan,Yes,Diesel,3.5,77205
6130,25089,0.0,BMW,X1,2010,Hatchback,No,Diesel,2.0,274000
6131,1333,697.0,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.8,64723
6132,12980,583.0,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.6,148765
6133,10976,707.0,DODGE,Caliber,2011,Hatchback,No,Petrol,2.0,200000
6134,42400,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,57793
6135,42171,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,102338
6136,392,629.0,NISSAN,Juke,2015,Jeep,Yes,Petrol,1.6,85944
6137,50,0.0,TOYOTA,Prius,2010,Hatchback,No,Petrol,1.8,150000
6138,31361,0.0,INFINITI,EX37,2012,Hatchback,Yes,Petrol,3.3,52000
6139,25089,915.0,BMW,X5,2014,Jeep,Yes,Diesel,3.0,141384
6140,1333,1275.0,MITSUBISHI,Outlander,2019,Sedan,Yes,Petrol,2.4,4677
6141,1098,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,398069
6142,2509,781.0,CHEVROLET,1500,2018,Coupe,Yes,Petrol,1.4,29763
6143,10036,639.0,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2.0,421703
6144,19121,530.0,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,78633
6145,14113,0.0,SKODA,Octavia,2009,Sedan,No,Petrol,1.6,30000
6146,13485,1267.0,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,100211
6147,8154,1750.0,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.3,224629
6148,21326,0.0,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,191200
6149,27093,765.0,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.0,102555
6150,15053,0.0,MERCEDES-BENZ,ML 350 3.7,2003,Jeep,Yes,CNG,3.7,170000
6151,4704,0.0,MAZDA,MPV,2001,Minivan,No,CNG,2.5,19000
6152,100355,1292.0,MERCEDES-BENZ,CLS 550,2016,Sedan,Yes,Petrol,3.0,35000
6153,3920,692.0,DAEWOO,Gentra,2008,Hatchback,Yes,Petrol,1.2,126702
6154,9408,1111.0,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.3,80000
6155,18240,687.0,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,123594
6156,9095,0.0,HONDA,FIT,2005,Sedan,No,Petrol,1.3,20000
6157,5959,0.0,MERCEDES-BENZ,C 180,1995,Sedan,No,CNG,1.8,2147483647
6158,33908,639.0,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2.0,121189
6159,10036,639.0,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2.0,389854
6160,16308,473.0,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4,152000
6161,19579,707.0,SSANGYONG,Korando,2011,Jeep,Yes,Diesel,2.0,155420
6162,17500,0.0,FORD,Escape მერკური მერინერი,2008,Jeep,No,Hybrid,2.3,186254
6163,470,1308.0,BMW,650,2012,Coupe,Yes,Petrol,4.4,0
6164,46414,1079.0,PORSCHE,macan,2018,Sedan,Yes,Petrol,2.0,28840
6165,33378,694.0,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.2,51905
6166,27770,765.0,CHEVROLET,Malibu,2015,Sedan,Yes,Diesel,2.0,133988
6167,15053,878.0,TOYOTA,Prius,2009,Sedan,No,Hybrid,1.8,195000
6168,27105,629.0,SSANGYONG,Actyon,2015,Jeep,Yes,Petrol,1.6,120641
6169,14269,579.0,LEXUS,ES 350,2017,Sedan,Yes,Hybrid,2.5,88336
6170,30,0.0,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,117000
6171,42692,640.0,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2.0,105909
6172,9722,934.0,SUBARU,Forester,2015,Jeep,Yes,Petrol,2.5,93170
6173,4391,1080.0,DODGE,Ramcharger,2014,Sedan,Yes,Petrol,3.6,173770
6174,16500,0.0,AUDI,A5,2011,Coupe,Yes,Petrol,2.0,1000
6175,8311,502.0,HONDA,Civic,2013,Sedan,Yes,Hybrid,1.5,144872
6176,12000,0.0,MERCEDES-BENZ,ML 350,2003,Jeep,Yes,Petrol,3.7,220000
6177,12544,0.0,FIAT,500 Sport,2012,Coupe,Yes,Petrol,1.4,120000
6178,3607,585.0,TOYOTA,Prius V,2013,Minivan,Yes,Hybrid,1.8,178314
6179,1000,0.0,FIAT,Panda,1995,Sedan,No,Petrol,1.0,1300
6180,5959,0.0,NISSAN,Micra,2003,Hatchback,No,Petrol,1.2,236000
6181,11917,639.0,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2.0,354648
6182,38888,421.0,KIA,Niro,2018,Jeep,No,Hybrid,1.6,62347
6183,392,779.0,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032
6184,18240,583.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,119921
6185,15053,0.0,FORD,Transit,2002,Microbus,No,Diesel,2.0,15000
6186,4547,1055.0,LEXUS,RX 350,2013,Jeep,Yes,Petrol,3.5,258784
6187,20385,1051.0,HYUNDAI,Sonata,2016,Sedan,No,Petrol,2.4,72000
6188,17876,749.0,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4,172800
6189,17249,0.0,TOYOTA,Aqua,2013,Hatchback,No,Hybrid,1.5,50000
6190,11604,639.0,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2.0,291437
6191,10976,0.0,NISSAN,X-Trail gt,2002,Jeep,No,Petrol,2.0,210000
6192,30,0.0,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,1.5,3200
6193,15367,761.0,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,114000
6194,6272,0.0,SUZUKI,SX4,2006,Hatchback,No,Petrol,1.6,180000
6195,4861,1104.0,MERCEDES-BENZ,C 400,2015,Sedan,Yes,Petrol,3.0,29469
